Title,ArXiv Link,Paper Date,Date Added
PFID - Privacy First Inference Delegation Framework for LLMs,https://arxiv.org/abs/2406.12238,2024-06-18,2024-06-19
SyncVSR - Data-Efficient Visual Speech Recognition with End-to-End Crossmodal Audio Token Synchronization,https://arxiv.org/abs/2406.12233,2024-06-18,2024-06-19
MCSD - An Efficient Language Model with Diverse Fusion,https://arxiv.org/abs/2406.12230,2024-06-18,2024-06-19
Spatially Resolved Gene Expression Prediction from Histology via Multi-view Graph Contrastive Learning with HSIC-bottleneck Regularization,https://arxiv.org/abs/2406.12229,2024-06-18,2024-06-19
Interpretable Catastrophic Forgetting of Large Language Model Fine-tuning via Instruction Vector,https://arxiv.org/abs/2406.12227,2024-06-18,2024-06-19
ToxiCloakCN - Evaluating Robustness of Offensive Language Detection in Chinese with Cloaking Perturbations,https://arxiv.org/abs/2406.12223,2024-06-18,2024-06-19
BadSampler - Harnessing the Power of Catastrophic Forgetting to Poison Byzantine-robust Federated Learning,https://arxiv.org/abs/2406.12222,2024-06-18,2024-06-19
On-Policy Fine-grained Knowledge Feedback for Hallucination Mitigation,https://arxiv.org/abs/2406.12221,2024-06-18,2024-06-19
"Hierarchical Associative Memory, Parallelized MLP-Mixer, and Symmetry Breaking",https://arxiv.org/abs/2406.12220,2024-06-18,2024-06-19
Is persona enough for personality? Using ChatGPT to reconstruct an agent's latent personality from simple descriptions,https://arxiv.org/abs/2406.12216,2024-06-18,2024-06-19
LLM-Oracle Machines,https://arxiv.org/abs/2406.12213,2024-06-18,2024-06-19
Interface Design for Self-Supervised Speech Models,https://arxiv.org/abs/2406.12209,2024-06-18,2024-06-19
Knowledge Fusion By Evolving Weights of Language Models,https://arxiv.org/abs/2406.12208,2024-06-18,2024-06-19
Order-Optimal Instance-Dependent Bounds for Offline Reinforcement Learning with Preference Feedback,https://arxiv.org/abs/2406.12205,2024-06-18,2024-06-19
An Optimal Transport Approach for Network Regression,https://arxiv.org/abs/2406.12204,2024-06-18,2024-06-19
InterIntent - Investigating Social Intelligence of LLMs via Intention Understanding in an Interactive Game Context,https://arxiv.org/abs/2406.12203,2024-06-18,2024-06-19
SFedCA - Credit Assignment-Based Active Client Selection Strategy for Spiking Federated Learning,https://arxiv.org/abs/2406.12200,2024-06-18,2024-06-19
Time Series Modeling for Heart Rate Prediction - From ARIMA to Transformers,https://arxiv.org/abs/2406.12199,2024-06-18,2024-06-19
Debate as Optimization - Adaptive Conformal Prediction and Diverse Retrieval for Event Extraction,https://arxiv.org/abs/2406.12197,2024-06-18,2024-06-19
Quantum Compiling with Reinforcement Learning on a Superconducting Processor,https://arxiv.org/abs/2406.12195,2024-06-18,2024-06-19
Adaptive Collaborative Correlation Learning-based Semi-Supervised Multi-Label Feature Selection,https://arxiv.org/abs/2406.12193,2024-06-18,2024-06-19
Aqulia-Med LLM - Pioneering Full-Process Open-Source Medical Language Models,https://arxiv.org/abs/2406.12182,2024-06-18,2024-06-19
Navigating the Labyrinth - Evaluating and Enhancing LLMs' Ability to Reason About Search Problems,https://arxiv.org/abs/2406.12172,2024-06-18,2024-06-19
BPO - Supercharging Online Preference Learning by Adhering to the Proximity of Behavior LLM,https://arxiv.org/abs/2406.12168,2024-06-18,2024-06-19
A Mel Spectrogram Enhancement Paradigm Based on CWT in Speech Synthesis,https://arxiv.org/abs/2406.12164,2024-06-18,2024-06-19
Discussion Graph Semantics of First-Order Logic with Equality for Reasoning about Discussion and Argumentation,https://arxiv.org/abs/2406.12163,2024-06-18,2024-06-19
Exploring the Impact of a Transformer's Latent Space Geometry on Downstream Task Performance,https://arxiv.org/abs/2406.12159,2024-06-18,2024-06-19
LLMs Are Prone to Fallacies in Causal Inference,https://arxiv.org/abs/2406.12158,2024-06-18,2024-06-19
ChaosMining - A Benchmark to Evaluate Post-Hoc Local Attribution Methods in Low SNR Environments,https://arxiv.org/abs/2406.12150,2024-06-17,2024-06-19
Metacognitive AI - Framework and the Case for a Neurosymbolic Approach,https://arxiv.org/abs/2406.12147,2024-06-17,2024-06-19
Should AI Optimize Your Code? A Comparative Study of Current Large Language Models Versus Classical Optimizing Compilers,https://arxiv.org/abs/2406.12146,2024-06-17,2024-06-19
Minimax Linear Regression under the Quantile Risk,https://arxiv.org/abs/2406.12145,2024-06-17,2024-06-19
Slicing Through Bias - Explaining Performance Gaps in Medical Image Analysis using Slice Discovery Methods,https://arxiv.org/abs/2406.12142,2024-06-17,2024-06-19
A dual task learning approach to fine-tune a multilingual semantic speech encoder for Spoken Language Understanding,https://arxiv.org/abs/2406.12141,2024-06-17,2024-06-19
COT Flow - Learning Optimal-Transport Image Sampling and Editing by Contrastive Pairs,https://arxiv.org/abs/2406.12140,2024-06-17,2024-06-19
IDs for AI Systems,https://arxiv.org/abs/2406.12137,2024-06-17,2024-06-19
Gram2Vec - An Interpretable Document Vectorizer,https://arxiv.org/abs/2406.12131,2024-06-17,2024-06-19
"AI ""News"" Content Farms Are Easy to Make and Hard to Detect - A Case Study in Italian",https://arxiv.org/abs/2406.12128,2024-06-17,2024-06-19
Efficient Sequential Decision Making with Large Language Models,https://arxiv.org/abs/2406.12125,2024-06-17,2024-06-19
Adding Conditional Control to Diffusion Models with Reinforcement Learning,https://arxiv.org/abs/2406.12120,2024-06-17,2024-06-19
Decoding the Narratives - Analyzing Personal Drug Experiences Shared on Reddit,https://arxiv.org/abs/2406.12117,2024-06-17,2024-06-19
Thermodynamic Transferability in Coarse-Grained Force Fields using Graph Neural Networks,https://arxiv.org/abs/2406.12112,2024-06-17,2024-06-19
Can LLMs Learn Macroeconomic Narratives from Social Media?,https://arxiv.org/abs/2406.12109,2024-06-17,2024-06-19
Computing in the Life Sciences - From Early Algorithms to Modern AI,https://arxiv.org/abs/2406.12108,2024-06-17,2024-06-19
End-to-end Text-to-SQL Generation within an Analytics Insight Engine,https://arxiv.org/abs/2406.12104,2024-06-17,2024-06-19
DistillNeRF - Perceiving 3D Scenes from Single-Glance Images by Distilling Neural Fields and Foundation Model Features,https://arxiv.org/abs/2406.12095,2024-06-17,2024-06-19
Who's asking? User personas and the mechanics of latent misalignment,https://arxiv.org/abs/2406.12094,2024-06-17,2024-06-19
Is poisoning a real threat to LLM alignment? Maybe more so than you think,https://arxiv.org/abs/2406.12091,2024-06-17,2024-06-19
When Reasoning Meets Information Aggregation - A Case Study with Sports Narratives,https://arxiv.org/abs/2406.12084,2024-06-17,2024-06-19
Uncertainty modeling for fine-tuned implicit functions,https://arxiv.org/abs/2406.12082,2024-06-17,2024-06-19
"Multi-Dimensional Pruning - Joint Channel, Layer and Block Pruning with Latency Constraint",https://arxiv.org/abs/2406.12079,2024-06-17,2024-06-19
Conformance Checking of Fuzzy Logs against Declarative Temporal Specifications,https://arxiv.org/abs/2406.12078,2024-06-17,2024-06-19
COMMUNITY-CROSS-INSTRUCT - Unsupervised Instruction Generation for Aligning Large Language Models to Online Communities,https://arxiv.org/abs/2406.12074,2024-06-17,2024-06-19
DTGB - A Comprehensive Benchmark for Dynamic Text-Attributed Graphs,https://arxiv.org/abs/2406.12072,2024-06-17,2024-06-19
Satyrn - A Platform for Analytics Augmented Generation,https://arxiv.org/abs/2406.12069,2024-06-17,2024-06-19
Language Models are Surprisingly Fragile to Drug Names in Biomedical Benchmarks,https://arxiv.org/abs/2406.12066,2024-06-17,2024-06-19
STNAGNN - Spatiotemporal Node Attention Graph Neural Network for Task-based fMRI Analysis,https://arxiv.org/abs/2406.12065,2024-06-17,2024-06-19
Entropic Regression DMD (ERDMD) Discovers Informative Sparse and Nonuniformly Time Delayed Models,https://arxiv.org/abs/2406.12062,2024-06-17,2024-06-19
Not Eliminate but Aggregate - Post-Hoc Control over Mixture-of-Experts to Address Shortcut Shifts in Natural Language Understanding,https://arxiv.org/abs/2406.12060,2024-06-17,2024-06-19
A Scalable and Effective Alternative to Graph Transformers,https://arxiv.org/abs/2406.12059,2024-06-17,2024-06-19
WellDunn - On the Robustness and Explainability of Language Models and Large Language Models in Identifying Wellness Dimensions,https://arxiv.org/abs/2406.12058,2024-06-17,2024-06-19
Learning Molecular Representation in a Cell,https://arxiv.org/abs/2406.12056,2024-06-17,2024-06-19
FAWN - Floor-And-Walls Normal Regularization for Direct Neural TSDF Reconstruction,https://arxiv.org/abs/2406.12054,2024-06-17,2024-06-19
InternalInspector $I^2$ - Robust Confidence Estimation in LLMs through Internal States,https://arxiv.org/abs/2406.12053,2024-06-17,2024-06-19
UniGLM - Training One Unified Language Model for Text-Attributed Graphs,https://arxiv.org/abs/2406.12052,2024-06-17,2024-06-19
MEDeA - Multi-view Efficient Depth Adjustment,https://arxiv.org/abs/2406.12048,2024-06-17,2024-06-19
$τ$-bench - A Benchmark for Tool-Agent-User Interaction in Real-World Domains,https://arxiv.org/abs/2406.12045,2024-06-17,2024-06-19
Grade Score - Quantifying LLM Performance in Option Selection,https://arxiv.org/abs/2406.12043,2024-06-17,2024-06-19
Not All Prompts Are Made Equal - Prompt-based Pruning of Text-to-Image Diffusion Models,https://arxiv.org/abs/2406.12042,2024-06-17,2024-06-19
Soft Prompting for Unlearning in Large Language Models,https://arxiv.org/abs/2406.12038,2024-06-17,2024-06-19
MedCalc-Bench - Evaluating Large Language Models for Medical Calculations,https://arxiv.org/abs/2406.12036,2024-06-17,2024-06-19
Socially Interactive Agents for Robotic Neurorehabilitation Training - Conceptualization and Proof-of-concept Study,https://arxiv.org/abs/2406.12035,2024-06-17,2024-06-19
Large Scale Transfer Learning for Tabular Data via Language Modeling,https://arxiv.org/abs/2406.12031,2024-06-17,2024-06-19
SPA-VL - A Comprehensive Safety Preference Alignment Dataset for Vision Language Model,https://arxiv.org/abs/2406.12030,2024-06-17,2024-06-19
LiLiuM - eBay's Large Language Models for e-commerce,https://arxiv.org/abs/2406.12023,2024-06-17,2024-06-19
Constructing Ancestral Recombination Graphs through Reinforcement Learning,https://arxiv.org/abs/2406.12022,2024-06-17,2024-06-19
When Box Meets Graph Neural Network in Tag-aware Recommendation,https://arxiv.org/abs/2406.12020,2024-06-17,2024-06-19
CItruS - Chunked Instruction-aware State Eviction for Long Sequence Modeling,https://arxiv.org/abs/2406.12018,2024-06-17,2024-06-19
Sparsity-Constraint Optimization via Splicing Iteration,https://arxiv.org/abs/2406.12017,2024-06-17,2024-06-19
Prefixing Attention Sinks can Mitigate Activation Outliers for Large Language Model Quantization,https://arxiv.org/abs/2406.12016,2024-06-17,2024-06-19
The Benefits and Risks of Transductive Approaches for AI Fairness,https://arxiv.org/abs/2406.12011,2024-06-17,2024-06-19
FinTruthQA - A Benchmark Dataset for Evaluating the Quality of Financial Information Disclosure,https://arxiv.org/abs/2406.12009,2024-06-17,2024-06-19
QC-Forest - a Classical-Quantum Algorithm to Provably Speedup Retraining of Random Forest,https://arxiv.org/abs/2406.12008,2024-06-17,2024-06-19
"Modeling, Inference, and Prediction in Mobility-Based Compartmental Models for Epidemiology",https://arxiv.org/abs/2406.12002,2024-06-17,2024-06-19
Look Further Ahead - Testing the Limits of GPT-4 in Path Planning,https://arxiv.org/abs/2406.12000,2024-06-17,2024-06-19
Online Pareto-Optimal Decision-Making for Complex Tasks using Active Inference,https://arxiv.org/abs/2406.11984,2024-06-17,2024-06-19
Prompt Design Matters for Computational Social Science Tasks but in Unpredictable Ways,https://arxiv.org/abs/2406.11980,2024-06-17,2024-06-19
Dialogue Action Tokens - Steering Language Models in Goal-Directed Dialogue with a Multi-Turn Planner,https://arxiv.org/abs/2406.11978,2024-06-17,2024-06-19
Reframing linguistic bootstrapping as joint inference using visually-grounded grammar induction models,https://arxiv.org/abs/2406.11977,2024-06-17,2024-06-19
mDPO - Conditional Preference Optimization for Multimodal Large Language Models,https://arxiv.org/abs/2406.11839,2024-06-17,2024-06-19
MMDU - A Multi-Turn Multi-Image Dialog Understanding Benchmark and Instruction-Tuning Dataset for LVLMs,https://arxiv.org/abs/2406.11833,2024-06-17,2024-06-19
Language Modeling with Editable External Knowledge,https://arxiv.org/abs/2406.11830,2024-06-17,2024-06-19
Learning sum of diverse features - computational hardness and efficient gradient-based training for ridge combinations,https://arxiv.org/abs/2406.11828,2024-06-17,2024-06-19
WPO - Enhancing RLHF with Weighted Preference Optimization,https://arxiv.org/abs/2406.11827,2024-06-17,2024-06-19
Spectral Introspection Identifies Group Training Dynamics in Deep Neural Networks for Neuroimaging,https://arxiv.org/abs/2406.11825,2024-06-17,2024-06-19
On Efficient Language and Vision Assistants for Visually-Situated Natural Language Understanding - What Matters in Reading and Reasoning,https://arxiv.org/abs/2406.11823,2024-06-17,2024-06-19
Embodied Instruction Following in Unknown Environments,https://arxiv.org/abs/2406.11818,2024-06-17,2024-06-19
Iterative Length-Regularized Direct Preference Optimization - A Case Study on Improving 7B Language Models to GPT-4 Level,https://arxiv.org/abs/2406.11817,2024-06-17,2024-06-19
LLARVA - Vision-Action Instruction Tuning Enhances Robot Learning,https://arxiv.org/abs/2406.11815,2024-06-17,2024-06-19
Stochastic Neural Network Symmetrisation in Markov Categories,https://arxiv.org/abs/2406.11814,2024-06-17,2024-06-19
How Do Large Language Models Acquire Factual Knowledge During Pretraining?,https://arxiv.org/abs/2406.11813,2024-06-17,2024-06-19
RepLiQA - A Question-Answering Dataset for Benchmarking LLMs on Unseen Reference Content,https://arxiv.org/abs/2406.11811,2024-06-17,2024-06-19
Computationally Efficient RL under Linear Bellman Completeness for Deterministic Dynamics,https://arxiv.org/abs/2406.11810,2024-06-17,2024-06-19
Physics-Constrained Learning for PDE Systems with Uncertainty Quantified Port-Hamiltonian Models,https://arxiv.org/abs/2406.11809,2024-06-17,2024-06-19
Efficient Discovery of Significant Patterns with Few-Shot Resampling,https://arxiv.org/abs/2406.11803,2024-06-17,2024-06-19
GAugLLM - Improving Graph Contrastive Learning for Text-Attributed Graphs with Large Language Models,https://arxiv.org/abs/2406.11945,2024-06-17,2024-06-19
Transcoders Find Interpretable LLM Feature Circuits,https://arxiv.org/abs/2406.11944,2024-06-17,2024-06-19
Safety Arithmetic - A Framework for Test-time Safety Alignment of Language Models by Steering Parameters and Activations,https://arxiv.org/abs/2406.11801,2024-06-17,2024-06-19
Personalized Federated Knowledge Graph Embedding with Client-Wise Relation Graph,https://arxiv.org/abs/2406.11943,2024-06-17,2024-06-19
DataComp-LM - In search of the next generation of training sets for language models,https://arxiv.org/abs/2406.11794,2024-06-17,2024-06-19
CELL your Model - Contrastive Explanation Methods for Large Language Models,https://arxiv.org/abs/2406.11785,2024-06-17,2024-06-19
MDCR - A Dataset for Multi-Document Conditional Reasoning,https://arxiv.org/abs/2406.11784,2024-06-17,2024-06-19
"Split, Unlearn, Merge - Leveraging Data Attributes for More Effective Unlearning in LLMs",https://arxiv.org/abs/2406.11780,2024-06-17,2024-06-19
